source_lng,source,station,lat,lon,comment
TBEP,tbep,TBEP-BH0,27.605423,-82.552508,visited 20210410
TBEP,tbep,TBEP-BH25,27.600785,-82.556658,visited 20210410
TBEP,tbep,TBEP-MCBH02,27.60739,-82.56236,Manatee County - BH02; visited 20210410
TBEP,tbep,TBEP-BH15,27.611731,-82.559575,visited 20210410
