Requested report - WIN WAVES
ORGANIZATION ID = 21FLMANA, 21FLHILLMONITORING LOCATION ID - LOCATION NAME = 361 - 361, 357 - 357, 336 - 336, 362 - 362, 21 - Lower Tampa Bay 3/4 mile NW of Piney Point, 22 - Entrance to Bishops Harbor, 90 - Lower Tampa Bay 1.25 mi south of Mullet KeyACTIVITY START DATE TIME =  FROM:  03/01/2020 TO:  DEP ANALYTE NAME - UNIT = Ammonia (N) - mg/L, pH - SU, Phosphorus- Total - mg/L, Salinity - PSU, Nitrogen- Total - mg/L, Chlorophyll a- corrected - ug/L
Report Run on APRIL 8, 2021The data you are accessing are from the WIN Warehouse.  The WIN Warehouse is refreshed on a weekly basis with new data that are submitted to WIN.  The refresh process occurs on the weekend; data uploaded to WIN through each Friday are available in the WIN Warehouse by the following Monday.  WIN replaces Florida STORET as an active data repository.  Florida STORET data are accessible through STORET Public Access (SPA).The following data met your selection criteria
"ORGANIZATION_ID"|"MONITORING_LOC_ID"|"GIS_HUC_TWELVE_CODE_NAME"|"ACTIVITY_ID"|"ACTIVITY_TYPE_NAME"|"ACTIVITY_START_TS"|"MATRIX_NAME"|"SAMPLE_COLLECTION_TYPE_NAME"|"SAMPLING_AGENCY_NAME"|"ACTIVITY_DEPTH_CNT"|"DEPTH_UNIT_NAME"|"ACTIVITY_TOP_DEPTH_CNT"|"ACTIVITY_BOTTOM_DEPTH_CNT"|"TOP_BOTTOM_DEPTH_UNIT_NAME"|"RESULT_KEY"|"DEP_ANALYTE_PRIMARY_NAME"|"DEP_RESULT_VALUE_CNT"|"DEP_RESULT_UNIT_NAME"|"DEP_MDL_CNT"|"DEP_PQL_CNT"|"VALUE_QUALIFIER_TEXT"|"SAMPLE_FRACTION_NAME"|"LABORATORY_SHORT_NAME"|"RESULT_COMMENT_TEXT"|"CENSORED_DECISIONS_TEXT"
"21FLHILL"|"22"|"COCKROACH BAY-TERRA CEIA BAY FRONTAL"|"201027-022-T"|"Field"|"10/27/2020 11:42:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"ENVIRONMENTAL PROTECTION COMMISSION OF HILLSBOROUGH COUNTY FLORIDA"|"0.3"|"m"|""|""|""|"7496815"|"Salinity"|"29.61"|"PSU"|""|""|""|""|""|""|""
"21FLHILL"|"22"|"COCKROACH BAY-TERRA CEIA BAY FRONTAL"|"201027-022-M"|"Field"|"10/27/2020 11:41:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"ENVIRONMENTAL PROTECTION COMMISSION OF HILLSBOROUGH COUNTY FLORIDA"|"1.1"|"m"|""|""|""|"7494999"|"pH"|"7.65"|"SU"|""|""|""|""|""|""|""
"21FLHILL"|"22"|"COCKROACH BAY-TERRA CEIA BAY FRONTAL"|"201123-022-61433"|"Sample"|"11/23/2020 11:01:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"ENVIRONMENTAL PROTECTION COMMISSION OF HILLSBOROUGH COUNTY FLORIDA"|"1.1"|"m"|""|""|""|"7588309"|"Ammonia (N)"|".02"|"mg/L"|"0.02"|"0.08"|"U"|"Total"|"E44057"|""|""
"21FLHILL"|"22"|"COCKROACH BAY-TERRA CEIA BAY FRONTAL"|"201123-022-B"|"Field"|"11/23/2020 10:58:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"ENVIRONMENTAL PROTECTION COMMISSION OF HILLSBOROUGH COUNTY FLORIDA"|"2"|"m"|""|""|""|"7590189"|"Salinity"|"27.13"|"PSU"|""|""|""|""|""|""|""
"21FLHILL"|"22"|"COCKROACH BAY-TERRA CEIA BAY FRONTAL"|"201123-022-B"|"Field"|"11/23/2020 10:58:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"ENVIRONMENTAL PROTECTION COMMISSION OF HILLSBOROUGH COUNTY FLORIDA"|"2"|"m"|""|""|""|"7587822"|"pH"|"8.16"|"SU"|""|""|""|""|""|""|""
"21FLHILL"|"22"|"COCKROACH BAY-TERRA CEIA BAY FRONTAL"|"201123-022-T"|"Field"|"11/23/2020 11:02:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"ENVIRONMENTAL PROTECTION COMMISSION OF HILLSBOROUGH COUNTY FLORIDA"|"0.3"|"m"|""|""|""|"7588415"|"Salinity"|"25.36"|"PSU"|""|""|""|""|""|""|""
"21FLHILL"|"22"|"COCKROACH BAY-TERRA CEIA BAY FRONTAL"|"201123-022-M"|"Field"|"11/23/2020 11:01:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"ENVIRONMENTAL PROTECTION COMMISSION OF HILLSBOROUGH COUNTY FLORIDA"|"1.1"|"m"|""|""|""|"7588134"|"pH"|"8.16"|"SU"|""|""|""|""|""|""|""
"21FLHILL"|"22"|"COCKROACH BAY-TERRA CEIA BAY FRONTAL"|"201123-022-61433"|"Sample"|"11/23/2020 11:01:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"ENVIRONMENTAL PROTECTION COMMISSION OF HILLSBOROUGH COUNTY FLORIDA"|"1.1"|"m"|""|""|""|"7589338"|"Phosphorus- Total"|".116"|"mg/L"|"0.116"|"0.464"|"U"|"Total"|"E44057"|""|""
"21FLHILL"|"22"|"COCKROACH BAY-TERRA CEIA BAY FRONTAL"|"201123-022-M"|"Field"|"11/23/2020 11:01:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"ENVIRONMENTAL PROTECTION COMMISSION OF HILLSBOROUGH COUNTY FLORIDA"|"1.1"|"m"|""|""|""|"7588026"|"Salinity"|"26.85"|"PSU"|""|""|""|""|""|""|""
"21FLHILL"|"22"|"COCKROACH BAY-TERRA CEIA BAY FRONTAL"|"201123-022-T"|"Field"|"11/23/2020 11:02:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"ENVIRONMENTAL PROTECTION COMMISSION OF HILLSBOROUGH COUNTY FLORIDA"|"0.3"|"m"|""|""|""|"7587291"|"pH"|"8.06"|"SU"|""|""|""|""|""|""|""
"21FLHILL"|"22"|"COCKROACH BAY-TERRA CEIA BAY FRONTAL"|"201215-022-61651"|"Sample"|"12/15/2020 10:40:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"ENVIRONMENTAL PROTECTION COMMISSION OF HILLSBOROUGH COUNTY FLORIDA"|"0.95"|"m"|""|""|""|"7737432"|"Ammonia (N)"|".02"|"mg/L"|"0.02"|"0.08"|"U"|"Total"|"E44057"|""|""
"21FLHILL"|"22"|"COCKROACH BAY-TERRA CEIA BAY FRONTAL"|"201215-022-61651"|"Sample"|"12/15/2020 10:40:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"ENVIRONMENTAL PROTECTION COMMISSION OF HILLSBOROUGH COUNTY FLORIDA"|"0.95"|"m"|""|""|""|"7740280"|"Phosphorus- Total"|".116"|"mg/L"|"0.116"|"0.464"|"UQ"|"Total"|"E44057"|"Sample analyzed beyond hold time"|""
"21FLHILL"|"22"|"COCKROACH BAY-TERRA CEIA BAY FRONTAL"|"201215-022-M"|"Field"|"12/15/2020 10:40:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"ENVIRONMENTAL PROTECTION COMMISSION OF HILLSBOROUGH COUNTY FLORIDA"|"1"|"m"|""|""|""|"7743070"|"pH"|"7.96"|"SU"|""|""|""|""|""|""|""
"21FLHILL"|"22"|"COCKROACH BAY-TERRA CEIA BAY FRONTAL"|"201215-022-B"|"Field"|"12/15/2020 10:39:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"ENVIRONMENTAL PROTECTION COMMISSION OF HILLSBOROUGH COUNTY FLORIDA"|"1.7"|"m"|""|""|""|"7742989"|"pH"|"7.96"|"SU"|""|""|""|""|""|""|""
"21FLHILL"|"22"|"COCKROACH BAY-TERRA CEIA BAY FRONTAL"|"201215-022-B"|"Field"|"12/15/2020 10:39:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"ENVIRONMENTAL PROTECTION COMMISSION OF HILLSBOROUGH COUNTY FLORIDA"|"1.7"|"m"|""|""|""|"7743065"|"Salinity"|"28.58"|"PSU"|""|""|""|""|""|""|""
"21FLHILL"|"22"|"COCKROACH BAY-TERRA CEIA BAY FRONTAL"|"201215-022-T"|"Field"|"12/15/2020 10:42:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"ENVIRONMENTAL PROTECTION COMMISSION OF HILLSBOROUGH COUNTY FLORIDA"|"0.3"|"m"|""|""|""|"7742298"|"Salinity"|"28.65"|"PSU"|""|""|""|""|""|""|""
"21FLHILL"|"22"|"COCKROACH BAY-TERRA CEIA BAY FRONTAL"|"201215-022-T"|"Field"|"12/15/2020 10:42:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"ENVIRONMENTAL PROTECTION COMMISSION OF HILLSBOROUGH COUNTY FLORIDA"|"0.3"|"m"|""|""|""|"7738625"|"pH"|"7.96"|"SU"|""|""|""|""|""|""|""
"21FLHILL"|"22"|"COCKROACH BAY-TERRA CEIA BAY FRONTAL"|"201215-022-M"|"Field"|"12/15/2020 10:40:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"ENVIRONMENTAL PROTECTION COMMISSION OF HILLSBOROUGH COUNTY FLORIDA"|"1"|"m"|""|""|""|"7740817"|"Salinity"|"28.65"|"PSU"|""|""|""|""|""|""|""
"21FLHILL"|"22"|"COCKROACH BAY-TERRA CEIA BAY FRONTAL"|"210119-022-M"|"Field"|"01/19/2021 11:08:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"ENVIRONMENTAL PROTECTION COMMISSION OF HILLSBOROUGH COUNTY FLORIDA"|"0.9"|"m"|""|""|""|"7952301"|"pH"|"7.96"|"SU"|""|""|""|""|""|""|""
"21FLHILL"|"22"|"COCKROACH BAY-TERRA CEIA BAY FRONTAL"|"210119-022-T"|"Field"|"01/19/2021 11:09:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"ENVIRONMENTAL PROTECTION COMMISSION OF HILLSBOROUGH COUNTY FLORIDA"|"0.3"|"m"|""|""|""|"7950974"|"Salinity"|"28.46"|"PSU"|""|""|""|""|""|""|""
"21FLHILL"|"22"|"COCKROACH BAY-TERRA CEIA BAY FRONTAL"|"210119-022-B"|"Field"|"01/19/2021 11:07:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"ENVIRONMENTAL PROTECTION COMMISSION OF HILLSBOROUGH COUNTY FLORIDA"|"1.5"|"m"|""|""|""|"7952565"|"Salinity"|"28.46"|"PSU"|""|""|""|""|""|""|""
"21FLHILL"|"22"|"COCKROACH BAY-TERRA CEIA BAY FRONTAL"|"210119-022-61882"|"Sample"|"01/19/2021 11:08:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"ENVIRONMENTAL PROTECTION COMMISSION OF HILLSBOROUGH COUNTY FLORIDA"|"0.85"|"m"|""|""|""|"7952574"|"Phosphorus- Total"|".129"|"mg/L"|"0.116"|"0.464"|"I"|"Total"|"E44057"|""|""
"21FLHILL"|"22"|"COCKROACH BAY-TERRA CEIA BAY FRONTAL"|"210119-022-M"|"Field"|"01/19/2021 11:08:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"ENVIRONMENTAL PROTECTION COMMISSION OF HILLSBOROUGH COUNTY FLORIDA"|"0.9"|"m"|""|""|""|"7949954"|"Salinity"|"28.53"|"PSU"|""|""|""|""|""|""|""
"21FLHILL"|"22"|"COCKROACH BAY-TERRA CEIA BAY FRONTAL"|"210119-022-B"|"Field"|"01/19/2021 11:07:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"ENVIRONMENTAL PROTECTION COMMISSION OF HILLSBOROUGH COUNTY FLORIDA"|"1.5"|"m"|""|""|""|"7953646"|"pH"|"7.95"|"SU"|""|""|""|""|""|""|""
"21FLHILL"|"22"|"COCKROACH BAY-TERRA CEIA BAY FRONTAL"|"210119-022-T"|"Field"|"01/19/2021 11:09:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"ENVIRONMENTAL PROTECTION COMMISSION OF HILLSBOROUGH COUNTY FLORIDA"|"0.3"|"m"|""|""|""|"7952734"|"pH"|"7.97"|"SU"|""|""|""|""|""|""|""
"21FLHILL"|"22"|"COCKROACH BAY-TERRA CEIA BAY FRONTAL"|"210119-022-61882"|"Sample"|"01/19/2021 11:08:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"ENVIRONMENTAL PROTECTION COMMISSION OF HILLSBOROUGH COUNTY FLORIDA"|"0.85"|"m"|""|""|""|"7949375"|"Ammonia (N)"|".02"|"mg/L"|"0.02"|"0.08"|"U"|"Total"|"E44057"|""|""
"21FLHILL"|"22"|"COCKROACH BAY-TERRA CEIA BAY FRONTAL"|"210224-022-62221"|"Sample"|"02/24/2021 11:00:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"ENVIRONMENTAL PROTECTION COMMISSION OF HILLSBOROUGH COUNTY FLORIDA"|"1"|"m"|""|""|""|"8046217"|"Phosphorus- Total"|".146"|"mg/L"|"0.116"|"0.464"|"IJ"|"Total"|"E44057"|"Phosphate std expired/confirmed against non-expired standard 3/17/2021"|""
"21FLHILL"|"22"|"COCKROACH BAY-TERRA CEIA BAY FRONTAL"|"210224-022-M"|"Field"|"02/24/2021 10:59:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"ENVIRONMENTAL PROTECTION COMMISSION OF HILLSBOROUGH COUNTY FLORIDA"|"1"|"m"|""|""|""|"8047931"|"pH"|"8.02"|"SU"|""|""|""|""|""|""|""
"21FLHILL"|"22"|"COCKROACH BAY-TERRA CEIA BAY FRONTAL"|"210224-022-62221"|"Sample"|"02/24/2021 11:00:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"ENVIRONMENTAL PROTECTION COMMISSION OF HILLSBOROUGH COUNTY FLORIDA"|"1"|"m"|""|""|""|"8046320"|"Ammonia (N)"|".02"|"mg/L"|"0.02"|"0.08"|"U"|"Total"|"E44057"|""|""
"21FLHILL"|"22"|"COCKROACH BAY-TERRA CEIA BAY FRONTAL"|"210224-022-B"|"Field"|"02/24/2021 10:59:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"ENVIRONMENTAL PROTECTION COMMISSION OF HILLSBOROUGH COUNTY FLORIDA"|"1.8"|"m"|""|""|""|"8046381"|"pH"|"8.05"|"SU"|""|""|""|""|""|""|""
"21FLHILL"|"22"|"COCKROACH BAY-TERRA CEIA BAY FRONTAL"|"210224-022-B"|"Field"|"02/24/2021 10:59:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"ENVIRONMENTAL PROTECTION COMMISSION OF HILLSBOROUGH COUNTY FLORIDA"|"1.8"|"m"|""|""|""|"8049718"|"Salinity"|"28.54"|"PSU"|""|""|""|""|""|""|""
"21FLHILL"|"22"|"COCKROACH BAY-TERRA CEIA BAY FRONTAL"|"210224-022-M"|"Field"|"02/24/2021 10:59:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"ENVIRONMENTAL PROTECTION COMMISSION OF HILLSBOROUGH COUNTY FLORIDA"|"1"|"m"|""|""|""|"8046926"|"Salinity"|"28.31"|"PSU"|""|""|""|""|""|""|""
"21FLHILL"|"22"|"COCKROACH BAY-TERRA CEIA BAY FRONTAL"|"210224-022-T"|"Field"|"02/24/2021 11:00:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"ENVIRONMENTAL PROTECTION COMMISSION OF HILLSBOROUGH COUNTY FLORIDA"|"0.3"|"m"|""|""|""|"8048397"|"pH"|"8.02"|"SU"|""|""|""|""|""|""|""
"21FLHILL"|"22"|"COCKROACH BAY-TERRA CEIA BAY FRONTAL"|"210224-022-T"|"Field"|"02/24/2021 11:00:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"ENVIRONMENTAL PROTECTION COMMISSION OF HILLSBOROUGH COUNTY FLORIDA"|"0.3"|"m"|""|""|""|"8049562"|"Salinity"|"28.31"|"PSU"|""|""|""|""|""|""|""
"21FLHILL"|"90"|"TAMPA BAY"|"200317-090-59871"|"Sample"|"03/17/2020 10:51:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"ENVIRONMENTAL PROTECTION COMMISSION OF HILLSBOROUGH COUNTY FLORIDA"|"2.2"|"m"|""|""|""|"6738431"|"Ammonia (N)"|".019"|"mg/L"|"0.005"|"0.02"|"IQ"|"Total"|"E44057"|""|""
"21FLHILL"|"90"|"TAMPA BAY"|"200317-090-59871"|"Sample"|"03/17/2020 10:51:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"ENVIRONMENTAL PROTECTION COMMISSION OF HILLSBOROUGH COUNTY FLORIDA"|"2.2"|"m"|""|""|""|"6739579"|"Phosphorus- Total"|".116"|"mg/L"|"0.116"|"0.464"|"UQ"|"Total"|"E44057"|"Sample analyzed beyond lab hold time"|""
"21FLHILL"|"90"|"TAMPA BAY"|"200317-090-T"|"Field"|"03/17/2020 10:51:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"ENVIRONMENTAL PROTECTION COMMISSION OF HILLSBOROUGH COUNTY FLORIDA"|"0.3"|"m"|""|""|""|"6736130"|"Salinity"|"30.63"|"PSU"|""|""|""|""|""|""|""
"21FLHILL"|"90"|"TAMPA BAY"|"200317-090-B"|"Field"|"03/17/2020 10:49:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"ENVIRONMENTAL PROTECTION COMMISSION OF HILLSBOROUGH COUNTY FLORIDA"|"4.2"|"m"|""|""|""|"6734869"|"pH"|"8.07"|"SU"|""|""|""|""|""|""|""
"21FLHILL"|"90"|"TAMPA BAY"|"200317-090-B"|"Field"|"03/17/2020 10:49:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"ENVIRONMENTAL PROTECTION COMMISSION OF HILLSBOROUGH COUNTY FLORIDA"|"4.2"|"m"|""|""|""|"6735109"|"Salinity"|"30.62"|"PSU"|""|""|""|""|""|""|""
"21FLHILL"|"90"|"TAMPA BAY"|"200317-090-M"|"Field"|"03/17/2020 10:51:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"ENVIRONMENTAL PROTECTION COMMISSION OF HILLSBOROUGH COUNTY FLORIDA"|"2.2"|"m"|""|""|""|"6735329"|"pH"|"8.07"|"SU"|""|""|""|""|""|""|""
"21FLHILL"|"90"|"TAMPA BAY"|"200317-090-T"|"Field"|"03/17/2020 10:51:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"ENVIRONMENTAL PROTECTION COMMISSION OF HILLSBOROUGH COUNTY FLORIDA"|"0.3"|"m"|""|""|""|"6739366"|"pH"|"8.07"|"SU"|""|""|""|""|""|""|""
"21FLHILL"|"90"|"TAMPA BAY"|"200317-090-M"|"Field"|"03/17/2020 10:51:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"ENVIRONMENTAL PROTECTION COMMISSION OF HILLSBOROUGH COUNTY FLORIDA"|"2.2"|"m"|""|""|""|"6736385"|"Salinity"|"30.62"|"PSU"|""|""|""|""|""|""|""
"21FLHILL"|"90"|"TAMPA BAY"|"200616-090-M"|"Field"|"06/16/2020 10:09:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"ENVIRONMENTAL PROTECTION COMMISSION OF HILLSBOROUGH COUNTY FLORIDA"|"2"|"m"|""|""|""|"6930993"|"Salinity"|"30.41"|"PSU"|""|""|""|""|""|""|""
"21FLHILL"|"90"|"TAMPA BAY"|"200616-090-60097"|"Sample"|"06/16/2020 10:10:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"ENVIRONMENTAL PROTECTION COMMISSION OF HILLSBOROUGH COUNTY FLORIDA"|"2.2"|"m"|""|""|""|"6933758"|"Phosphorus- Total"|".223"|"mg/L"|"0.116"|"0.464"|"I"|"Total"|"E44057"|""|""
"21FLHILL"|"90"|"TAMPA BAY"|"200616-090-M"|"Field"|"06/16/2020 10:09:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"ENVIRONMENTAL PROTECTION COMMISSION OF HILLSBOROUGH COUNTY FLORIDA"|"2"|"m"|""|""|""|"6932627"|"pH"|"8.08"|"SU"|""|""|""|""|""|""|""
"21FLHILL"|"90"|"TAMPA BAY"|"200616-090-B"|"Field"|"06/16/2020 10:08:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"ENVIRONMENTAL PROTECTION COMMISSION OF HILLSBOROUGH COUNTY FLORIDA"|"4.1"|"m"|""|""|""|"6931667"|"pH"|"8.08"|"SU"|""|""|""|""|""|""|""
"21FLHILL"|"90"|"TAMPA BAY"|"200616-090-T"|"Field"|"06/16/2020 10:10:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"ENVIRONMENTAL PROTECTION COMMISSION OF HILLSBOROUGH COUNTY FLORIDA"|"0.3"|"m"|""|""|""|"6931247"|"Salinity"|"30.41"|"PSU"|""|""|""|""|""|""|""
"21FLHILL"|"90"|"TAMPA BAY"|"200616-090-T"|"Field"|"06/16/2020 10:10:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"ENVIRONMENTAL PROTECTION COMMISSION OF HILLSBOROUGH COUNTY FLORIDA"|"0.3"|"m"|""|""|""|"6932790"|"pH"|"8.08"|"SU"|""|""|""|""|""|""|""
"21FLHILL"|"90"|"TAMPA BAY"|"200616-090-B"|"Field"|"06/16/2020 10:08:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"ENVIRONMENTAL PROTECTION COMMISSION OF HILLSBOROUGH COUNTY FLORIDA"|"4.1"|"m"|""|""|""|"6929311"|"Salinity"|"30.48"|"PSU"|""|""|""|""|""|""|""
"21FLHILL"|"90"|"TAMPA BAY"|"200616-090-60097"|"Sample"|"06/16/2020 10:10:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"ENVIRONMENTAL PROTECTION COMMISSION OF HILLSBOROUGH COUNTY FLORIDA"|"2.2"|"m"|""|""|""|"6930384"|"Ammonia (N)"|".005"|"mg/L"|"0.005"|"0.02"|"U"|"Total"|"E44057"|""|""
"21FLHILL"|"90"|"TAMPA BAY"|"200727-090-T"|"Field"|"07/27/2020 10:23:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"ENVIRONMENTAL PROTECTION COMMISSION OF HILLSBOROUGH COUNTY FLORIDA"|"0.3"|"m"|""|""|""|"7005058"|"Salinity"|"31.68"|"PSU"|""|""|""|""|""|""|""
"21FLHILL"|"90"|"TAMPA BAY"|"200727-090-60429"|"Sample"|"07/27/2020 10:23:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"ENVIRONMENTAL PROTECTION COMMISSION OF HILLSBOROUGH COUNTY FLORIDA"|"2.2"|"m"|""|""|""|"7000396"|"Phosphorus- Total"|".292"|"mg/L"|"0.116"|"0.464"|"IG"|"Total"|"E44057"|"Field Blank >= MDL,Sample Result <= 10X Blank"|""
"21FLHILL"|"90"|"TAMPA BAY"|"200727-090-B"|"Field"|"07/27/2020 10:21:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"ENVIRONMENTAL PROTECTION COMMISSION OF HILLSBOROUGH COUNTY FLORIDA"|"4.2"|"m"|""|""|""|"7004673"|"pH"|"8.07"|"SU"|""|""|""|""|""|""|""
"21FLHILL"|"90"|"TAMPA BAY"|"200727-090-T"|"Field"|"07/27/2020 10:23:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"ENVIRONMENTAL PROTECTION COMMISSION OF HILLSBOROUGH COUNTY FLORIDA"|"0.3"|"m"|""|""|""|"7002568"|"pH"|"8.08"|"SU"|""|""|""|""|""|""|""
"21FLHILL"|"90"|"TAMPA BAY"|"200727-090-M"|"Field"|"07/27/2020 10:23:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"ENVIRONMENTAL PROTECTION COMMISSION OF HILLSBOROUGH COUNTY FLORIDA"|"2.2"|"m"|""|""|""|"7004458"|"pH"|"8.07"|"SU"|""|""|""|""|""|""|""
"21FLHILL"|"90"|"TAMPA BAY"|"200727-090-M"|"Field"|"07/27/2020 10:23:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"ENVIRONMENTAL PROTECTION COMMISSION OF HILLSBOROUGH COUNTY FLORIDA"|"2.2"|"m"|""|""|""|"7001212"|"Salinity"|"32.12"|"PSU"|""|""|""|""|""|""|""
"21FLHILL"|"90"|"TAMPA BAY"|"200727-090-B"|"Field"|"07/27/2020 10:21:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"ENVIRONMENTAL PROTECTION COMMISSION OF HILLSBOROUGH COUNTY FLORIDA"|"4.2"|"m"|""|""|""|"7002093"|"Salinity"|"32.12"|"PSU"|""|""|""|""|""|""|""
"21FLHILL"|"90"|"TAMPA BAY"|"200727-090-60429"|"Sample"|"07/27/2020 10:23:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"ENVIRONMENTAL PROTECTION COMMISSION OF HILLSBOROUGH COUNTY FLORIDA"|"2.2"|"m"|""|""|""|"7006235"|"Ammonia (N)"|".042"|"mg/L"|"0.005"|"0.02"|""|"Total"|"E44057"|""|""
"21FLHILL"|"90"|"TAMPA BAY"|"200817-090-T"|"Field"|"08/17/2020 10:46:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"ENVIRONMENTAL PROTECTION COMMISSION OF HILLSBOROUGH COUNTY FLORIDA"|"0.2"|"m"|""|""|""|"7217163"|"Salinity"|"31.25"|"PSU"|""|""|""|""|""|""|""
"21FLHILL"|"90"|"TAMPA BAY"|"200817-090-T"|"Field"|"08/17/2020 10:46:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"ENVIRONMENTAL PROTECTION COMMISSION OF HILLSBOROUGH COUNTY FLORIDA"|"0.2"|"m"|""|""|""|"7216123"|"pH"|"7.96"|"SU"|""|""|""|""|""|""|""
"21FLHILL"|"90"|"TAMPA BAY"|"200817-090-B"|"Field"|"08/17/2020 10:42:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"ENVIRONMENTAL PROTECTION COMMISSION OF HILLSBOROUGH COUNTY FLORIDA"|"4.6"|"m"|""|""|""|"7216498"|"Salinity"|"31.32"|"PSU"|""|""|""|""|""|""|""
"21FLHILL"|"90"|"TAMPA BAY"|"200817-090-B"|"Field"|"08/17/2020 10:42:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"ENVIRONMENTAL PROTECTION COMMISSION OF HILLSBOROUGH COUNTY FLORIDA"|"4.6"|"m"|""|""|""|"7222104"|"pH"|"7.96"|"SU"|""|""|""|""|""|""|""
"21FLHILL"|"90"|"TAMPA BAY"|"200817-090-M"|"Field"|"08/17/2020 10:45:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"ENVIRONMENTAL PROTECTION COMMISSION OF HILLSBOROUGH COUNTY FLORIDA"|"2.3"|"m"|""|""|""|"7216664"|"Salinity"|"31.32"|"PSU"|""|""|""|""|""|""|""
"21FLHILL"|"90"|"TAMPA BAY"|"200817-090-60601"|"Sample"|"08/17/2020 10:46:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"ENVIRONMENTAL PROTECTION COMMISSION OF HILLSBOROUGH COUNTY FLORIDA"|"2.4"|"m"|""|""|""|"7218522"|"Ammonia (N)"|".021"|"mg/L"|"0.005"|"0.02"|""|"Total"|"E44057"|""|""
"21FLHILL"|"90"|"TAMPA BAY"|"200817-090-M"|"Field"|"08/17/2020 10:45:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"ENVIRONMENTAL PROTECTION COMMISSION OF HILLSBOROUGH COUNTY FLORIDA"|"2.3"|"m"|""|""|""|"7219964"|"pH"|"7.96"|"SU"|""|""|""|""|""|""|""
