source,station,lat,lon,comment
cosp,COSPE7-A2103,27.72073,-82.61439,NA
cosp,COSPE7-B2103,27.72276,-82.62563,NA
cosp,COSPE7-C2103,27.73329,-82.62064,NA
cosp,COSPE7-D2103,27.74488,-82.61786,NA
